"","dlttarget","situation","targetdose","truedrprob_targetdose","truedltprob_targetdose","n","dr_bias","dlt_bias","dr_variance","dlt_variance"
"99",30,"higherDR",1,65,30.2,90,-0.0221319479220822,-0.021671612512708,0.00251590314970707,0.00280592102228224
"100",30,"higherDR",1,65,30.2,100,-0.02104314435196,-0.0197547845947037,0.00222523807139602,0.00249015223655641
"101",30,"higherDR",2,45.8,17.8,10,0.23402890329359,0.0753939161573442,0.00510996063376512,0.0117979809942077
"102",30,"higherDR",2,45.8,17.8,20,0.190201829657794,0.0618762769123554,0.0110725717806513,0.0194763538308161
"103",30,"higherDR",2,45.8,17.8,30,0.173739726382309,0.0891443273017474,0.0101070923265272,0.0168248444651651
"104",30,"higherDR",2,45.8,17.8,40,0.166145506479655,0.101979703253225,0.00935418771534293,0.0126845128487751
"105",30,"higherDR",2,45.8,17.8,50,0.165204460929916,0.111047088792931,0.00860734179693941,0.00966759491945799
"106",30,"higherDR",2,45.8,17.8,60,0.161065759719714,0.113073977733854,0.00826646227484874,0.00777772989728428
"107",30,"higherDR",2,45.8,17.8,70,0.16107525745567,0.113907310577252,0.00758342791661576,0.00668474339887964
"108",30,"higherDR",2,45.8,17.8,80,0.160112747417042,0.114877937269857,0.00723333398238936,0.00600223463774338
"109",30,"higherDR",2,45.8,17.8,90,0.15929794685264,0.113940736190085,0.00671164791192153,0.00569393595236286
"110",30,"higherDR",2,45.8,17.8,100,0.15938241764617,0.112593052087652,0.00655683303810072,0.00521543938365773
"111",30,"higherDR",3,40,14.6,10,0.316432463534396,0.126594753514745,0.00647277936488809,0.0101269068133616
"112",30,"higherDR",3,40,14.6,20,0.232011257926379,0.0697199846986064,0.0181838154441007,0.0121697934358982
"113",30,"higherDR",3,40,14.6,30,0.193457200403958,0.0624336223013156,0.0179437447989158,0.0108336344852814
"114",30,"higherDR",3,40,14.6,40,0.172649285359249,0.0674037494801584,0.01523922396085,0.00860589382103187
"115",30,"higherDR",3,40,14.6,50,0.161470547005582,0.0712913669704691,0.0132934405898122,0.00723857759052396
"116",30,"higherDR",3,40,14.6,60,0.151455783101648,0.0694201338795424,0.011678312101642,0.00555601980341586
"117",30,"higherDR",3,40,14.6,70,0.144291010723232,0.0656101139074733,0.0104307201295702,0.00460183109659684
"118",30,"higherDR",3,40,14.6,80,0.137855409243616,0.0629530054189363,0.00904824960923029,0.00387515109402909
"119",30,"higherDR",3,40,14.6,90,0.131245222712342,0.0593725174054121,0.00817875424386609,0.00334553672517189
"120",30,"higherDR",3,40,14.6,100,0.127447375098993,0.0564939246067454,0.00721024561178851,0.00278580197714709
"121",30,"lowerDR",1,35.2,30.2,10,0.150395636025998,-0.111753880184984,0.0084415857087623,0.00955431638401658
"122",30,"lowerDR",1,35.2,30.2,20,0.0452104408079924,-0.110506162463016,0.0108165435169109,0.0104908554555112
